ORIGIN,DEST,AIR_TIME,ELAPSED_TIME
LAX,DEN,111.62030747229174,135.12763675366463
LAX,DFW,151.26178010471205,177.4703987112364
LAX,DRO,87.66666666666667,111.33333333333333
LAX,DSM,174.73684210526315,195.8421052631579
LAX,DTW,229.0229007633588,253.45801526717557
LAX,EGE,110.5813953488372,141.62790697674419
LAX,ELP,92.7,111.375
LAX,EUG,107.83142857142857,131.7657142857143
LAX,EWR,278.66492450638793,310.3670150987224
LAX,FAR,169.0,196.66666666666666
LAX,FAT,38.7375,62.714285714285715
LAX,FCA,137.234375,161.4375
LAX,FLG,59.5,81.5
LAX,FLL,268.57850241545896,292.18719806763283
LAX,FSD,163.0,181.33333333333334
LAX,GEG,130.7683823529412,150.6066176470588
LAX,GJT,85.61538461538461,102.84615384615384
LAX,GRR,223.1,245.3
LAX,HDN,107.22222222222223,129.5
LAX,HNL,322.0446043165468,346.79328537170267
LAX,HOU,165.59053497942386,182.99382716049382
LAX,IAD,259.14331210191085,283.7048832271762
LAX,IAH,165.7809939923539,190.59038776624794
LAX,ICT,149.875,170.0
LAX,IDA,104.8,122.4
LAX,IND,211.08898305084745,234.33898305084745
LAX,ITO,306.15492957746477,328.4788732394366
LAX,JAC,113.77348066298343,136.75138121546962
LAX,JAX,245.12,268.36
LAX,JFK,289.35927821168866,317.00457850794504
LAX,KOA,315.7774607703281,337.9800285306705
LAX,LAS,44.17042217042217,68.79124579124579
LAX,LGA,284.5,314.0
LAX,LIH,330.86425339366514,354.4117647058824
LAX,LIT,181.22222222222223,208.0
LAX,MCI,163.71322160148975,181.91620111731842
LAX,MCO,255.42395437262357,280.2480988593156
LAX,MDW,208.74542124542126,225.3992673992674
LAX,MEM,192.51533742331287,212.82822085889572
LAX,MFE,172.375,197.0625
LAX,MFR,94.06007067137809,118.40636042402826
LAX,MIA,263.95112781954884,291.72086466165416
LAX,MKE,207.70491803278688,226.55737704918033
LAX,MMH,47.90909090909091,69.72727272727273
LAX,MRY,47.33660130718954,72.02941176470588
LAX,MSN,206.86363636363637,234.5909090909091
LAX,MSO,126.18461538461538,152.07692307692307
LAX,MSP,184.1237890204521,205.508073196986
LAX,MSY,191.34006211180125,210.81521739130434
LAX,MTJ,91.6086956521739,116.78260869565217
